FOODID;FOODNAME;FOODTYPE;PROCESS;EDPORT;IGCLASS;IGCLASSP;FUCLASS;FUCLASSP
32409;KOKOLIHALEIKKELE, KORPPUKINKKU, RASVAA 3 %;FOOD;BOIL;100;MEATCUTS;MEATTOT;MEATCUTS;MEATDTOT
32416;MARJAJUOMA, PROVIVA, KESKIARVO, PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
32417;HEDELMÄJUOMA, MANGO, PROVIVA, PROBIOOTTEJA;FOOD;IND;100;FBDRINK;FRUITTOT;DRJUICE;BEVTOT
32418;KAURAVALMISTE, HAPATETTU, MAUSTETTU, YOSA, KESKIARVO, PROBIOOTTEJA;FOOD;IND;100;OAT;CERTOT;YOGHURT;MILKDTOT
32422;(ARC)VÄLIPALAJUOMA,TEHOJUOMA, HEDELMÄ, GEFILUS, C- JA D-VITAMIINIA, PROBIOOTTEJA;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
32423;(ARC) VÄLIPALAJUOMA, TEHOJUOMA, HEDELMÄINEN, RAINBOW, PROBIOOTTEJA;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
32424;(ARC) VÄLIPALAJUOMA, TEHOJUOMA, MARJAINEN, RAINBOW, PROBIOOTTEJA;FOOD;IND;100;MILKFF;MILKTOT;MILKFF;MILKDTOT
32431;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, SUNNUNTAI, RYPSIÖLJY;FOOD;IND;100;FATCOOK;FATTOT;FATCOOK;FATTOT
32437;(ARC) KASVIRASVALEVITE 30%, KEIJU DELI OLIIVI;FOOD;IND;100;VEGFATLO;FATTOT;VEGFATLO;FATTOT
32438;MYSLI, HEDELMÄINEN, GLUTEENITON HEDELMÄMYSLI, PIRKKA;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32439;MURO, TÄYSJYVÄMURO, PIRKKA, VITAMINOITU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32440;MURO, MARJAINEN TÄYSJYVÄMURO, PIRKKA, VITAMINOITU;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32441;MURO, SUKLAAMURO, SUKLAARENKAAT, TÄYSJYVÄRENKAAT, TOP FOOD;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32442;MURO, HUNAJAMURO, VEHNÄRENKAITA HUNAJA, TOP FOOD;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32443;MURO, NELJÄNVILJANMURO, SUN MURO, TOP FOOD;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32444;MYSLI, HEDELMÄINEN, PIRKKA;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32445;MURO, SUKLAAMURO, PIRKKA;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32446;MYSLI, MUROMYSLI, RAINBOW;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32447;MYSLI, MUROMYSLI, HEDELMÄINEN MUROMYSLI, RAINBOW;DISH;IND;100;DISH;NONINGR;CERBRKF;CEBAKTOT
32449;VÄLIPALAPATUKKA, JOGURTTINEN MYSLIPATUKKA;FOOD;IND;100;CERBAR;CERTOT;CERBAR;CEBAKTOT
32450;VÄLIPALAPATUKKA, TÄYSJYVÄVILJAINEN MYSLIPATUKKA;FOOD;IND;100;CERBAR;CERTOT;CERBAR;CEBAKTOT
32451;VÄLIPALAPATUKKA, MARJAISA MYSLIPATUKKA;FOOD;IND;100;CERBAR;CERTOT;CERBAR;CEBAKTOT
32452;VÄLIPALAPATUKKA, HEDELMÄINEN MYSLIPATUKKA;FOOD;IND;100;CERBAR;CERTOT;CERBAR;CEBAKTOT
32454;LIHAPATA, KARJALANPAISTI, NAUTA, KESKIRASVAINEN SIKA, JUUREKSET;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
32455;VERIGREIPPI, KUORITTU;FOOD;RAW;100;CITRUS;FRUITTOT;FRUFRESH;FRUDITOT
32456;LATVA-ARTISOKKA;FOOD;RAW;100;VEGLEAF;VEGTOT;VEGFRESH;VEGDITOT
32459;SEKALEIPÄ, PUHTILEIPÄ, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32460;SEKALEIPÄ, VAALEAVAALEA, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32461;VAALEA LEIPÄ, VEHNÄSÄMPYLÄ, LOUNASSÄMPYLÄ, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
32462;SEKALEIPÄ, PUHTISÄMPYLÄ, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32463;SEKALEIPÄ, TUHTI-MONIVILJASÄMPYLÄ, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32464;PÄHKINÄ, PARAPÄHKINÄ;FOOD;RAW;100;NUTSEED;LEGUTOT;SNACKVEG;SNACKTOT
32465;SEKALEIPÄ, TUHTI-PORKKANASÄMPYLÄ, KATRI ANTELL;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32466;SEKALEIPÄ, OIVA PERUNALIMPPU, LINKOSUO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32467;SEKALEIPÄ, TAMPEREEN RIEVÄ, LINKOSUO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32468;SEKALEIPÄ, JYVÄLEIPÄ, TUMMEMPI TUHATJYVÄ, LINKOSUO;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32469;SEKALEIPÄ, AAMIAISSÄMPYLÄ, PERHELEIPURIT;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32470;VAALEA LEIPÄ, EVÄSSÄMPYLÄ, PERHELEIPURIT;DISH;BAK;100;DISH;NONINGR;BRWHITE;CEBAKTOT
32471;SEKALEIPÄ, LIMPUKKA, PÅGEN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32472;SEKALEIPÄ, RUIS-VEHNÄTYYNYT, VAASAN;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32473;VÄLIPALAJUOMA, HEVI SHOT, VALIO, ANANAS-PORKKANA-MANGO;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32474;VÄLIPALAJUOMA, HEVI SHOT, VALIO, OMENA-PORKKANA-MANSIKKA;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32477;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, MANSIKKA;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32478;ATERIAKASTIKE, HAPANIMELÄ, SWEET & SOUR, UNCLE BEN'S, VALMISKASTIKE;DISH;MIX;100;DISH;NONINGR;SAVSAUCE;MISCTOT
32479;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, PÄÄRYNÄ;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32480;SALAATINKASTIKE, KARTANON, SAARIOINEN, RYPSIÖLJYPOHJAINEN, RASVAA 39 %;FOOD;IND;100;SALADDRE;FATTOT;SALADDRE;FATTOT
32481;VÄLIPALAJUOMA, MEHUKATTI HEDELMÄVÄLIPALA, HEDELMÄMIX;DISH;MASH;100;DISH;NONINGR;FRUBJUIC;FRUDITOT
32482;SALAATINKASTIKE, TALON-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 20 %;FOOD;IND;100;SALADDRE;FATTOT;SALADDRE;FATTOT
32483;SALAATINKASTIKE, KREIKKALAINEN-, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 25 %;FOOD;IND;100;SALADDRE;FATTOT;SALADDRE;FATTOT
32485;SALAATINKASTIKE, HUNAJA-SINAPPI, FELIX, RYPSIÖLJYPOHJAINEN, RASVAA 36 %;FOOD;IND;100;SALADDRE;FATTOT;SALADDRE;FATTOT
32486;BROILERIKASTIKE, ATERIAKASTIKKEESTA, HAPANIMELÄKASTIKE, BROILERISUIKALE;DISH;FRIE;100;DISH;NONINGR;POULSAUC;MEATDTOT
32487;BROILERIKASTIKE, ATERIAKASTIKKEESTA, CURRY, BROILERISUIKALE;DISH;FRIE;100;DISH;NONINGR;POULSAUC;MEATDTOT
32488;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, PERUNASOSEJAUHEESTA, NAUTA, VESI;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
32489;PERUNALAATIKKO, LIHA-PERUNASOSELAATIKKO, PERUNASOSEJAUHEESTA, NAUTA, MAITO;DISH;BAK;100;DISH;NONINGR;MEATDISH;MEATDTOT
32490;PULLA, KORVAPUUSTI, GIFFLAR KANELIKORVAPUUSTI, PÅGEN;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
32492;KAKKU, MUFFINI, CREMETÄYTE MUFFINSI SITRUUNA, PÅGEN;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32493;KAKKU, MUFFINI, CREMETÄYTE MUFFINSI KAAKAO, PÅGEN;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32494;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANLIHA 17 %, RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32495;JAUHELIHAKASTIKE, RUSKEA KASTIKE, BROILERI, RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32497;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANLIHA 7 %, RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32498;JAUHELIHAKASTIKE, RUSKEA KASTIKE, NAUDANPAISTI, EI RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32500;JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIANLIHA, EI RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32501;JAUHELIHAKASTIKE, RUSKEA KASTIKE, SIKA-NAUTA, EI RASVAA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32502;MAKEINEN, DUMLE, FAZER, MAITOSUKLAALLA KUORRUTETTU TOFFEE;FOOD;IND;100;SWEET;SUGARTOT;SWEET;SUGARTOT
32503;MAKEINEN, MAITOSUKLAARAE, M&M'S/AMERIKAN PASTILLI;FOOD;IND;100;CHOCOLAT;SUGARTOT;SWEET;SUGARTOT
32504;JAUHELIHAKASTIKE, MAITOPOHJAINEN, NAUDANPAISTI;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32505;JAUHELIHAKASTIKE, MAITOPOHJAINEN, SIKA-NAUTA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32506;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANLIHA 7 %, KASTIKEJAUHEESTA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32507;JAUHELIHAKASTIKE, TOMAATTINEN, NAUDANPAISTI, KASTIKEJAUHEESTA;DISH;BOIL;100;DISH;NONINGR;MEATSAUC;MEATDTOT
32508;KASVISKASTIKE, PUNAJUURIKASTIKE, KEVYTMAITO;DISH;BOIL;100;DISH;NONINGR;VEGSAUC;VEGDITOT
32509;SUKLAA, SUKLAAPATUKKA, TWIX, KEKSIÄ JA TOFFEETA;FOOD;IND;100;CHOCOLAT;SUGARTOT;CHOCOL;SUGARTOT
32510;KASVISKASTIKE, PUNAJUURIKASTIKE;DISH;BOIL;100;DISH;NONINGR;VEGSAUC;VEGDITOT
32511;PULLA, DALLASPULLA, FAZER;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
32513;BROILERINUGGETTI, KANANPOJAN JUUSTONUGGETIT, HK/KARINIEMI, LAKTOOSITON;DISH;FRIE;100;DISH;NONINGR;POULTDIS;MEATDTOT
32515;PULLA, BIG TEXASPULLA, FAZER;DISH;BAK;100;DISH;NONINGR;BUN;CEBAKTOT
32517;MUNKKI, BERLIININMUNKKI, FAZER;DISH;MIX;100;DISH;NONINGR;BUN;CEBAKTOT
32518;KÄÄRETORTTU, NAPAKYMPPI, FAZER OULULAINEN;DISH;MIX;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32523;PERUNALAATIKKO, BROILERIKIUSAUS, HK, VALMISATERIA;DISH;BAK;100;DISH;NONINGR;POULTDIS;MEATDTOT
32525;KIISSELI, VADELMAKEITTO;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
32526;KIISSELI, MANSIKKAKEITTO;DISH;BOIL;100;DISH;NONINGR;FRUBSOUP;FRUDITOT
32528;VANUKAS, KERMAVANUKAS, RASVAINEN, TEOLLINEN;DISH;IND;100;DISH;NONINGR;MILKPUDD;MILKDTOT
32529;VANUKAS, SUKLAAVANUKAS, TEOLLINEN;DISH;IND;100;DISH;NONINGR;MILKPUDD;MILKDTOT
32530;KEKSI, KAURA-SUKLAAKEKSI, TEOLLINEN;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32532;KEKSI, HYVÄSET, KAURANEN VANILJA, JYVÄSHYVÄ, LU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32534;HAPANKORPPU, KAURAKORPPU, OULULAINEN, FAZER;DISH;BAK;100;DISH;NONINGR;BRMIX;CEBAKTOT
32535;KARJALANPIIRAKKA, RUKIINEN IMATRAN RIISIPIIRAKKA, FAZER;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
32536;KARJALANPIIRAKKA, RUKIINEN RIISIPIIRAKKA, FAZER;DISH;BAK;100;DISH;NONINGR;BAKSALT;CEBAKTOT
32537;JAUHELIHAPIHVI, GRILLITASSU, SAARIOINEN, PAISTETTU ILMAN RASVAA;DISH;FRIE;100;DISH;NONINGR;MEATDISH;MEATDTOT
32538;RAPARPERIPIIRAKKA, PULLAPOHJA, TÄYSMAITO;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32539;RAPARPERIPIIRAKKA, PULLAPOHJA, KEVYTMAITO;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32540;GLÖGIJUOMA, ALKOHOLITON;FOOD;BOIL;100;DRINKOTH;BEVTOT;DRINKOTH;BEVTOT
32541;(ARC)RAHKA, MAITORAHKA, MAUSTETTU, RASVAA 7 %, VALIO;FOOD;IND;100;CURD;MILKTOT;CURD;MILKDTOT
32542;KEKSI, SUKLAAPISARA, JYVÄSHYVÄ, LU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32544;KEKSI, LASTENKEKSI, CARNEVAL PRINSESSA, FAZER;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32547;KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE TÄYSJYVÄ, LU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32548;KEKSI, VÄLIPALAKEKSI, JYVÄSHYVÄ CRACOTTE SESAM, LU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32553;KASVIÖLJYVALMISTE, JUOKSEVA, 80 %, TUOTEKESKIARVO;FOOD;IND;100;FATCOOK;FATTOT;FATCOOK;FATTOT
32555;KEKSI, KANELIKEKSI, BASTOGNE, LU;DISH;BAK;100;DISH;NONINGR;BISCUSWE;CEBAKTOT
32556;PINAATTIKEITTO, APETIT, PAKASTE;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
32557;PINAATTIKEITTO, PIRKKA, PAKASTE;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
32558;PINAATTIKEITTO, SAARIOINEN, VALMISATERIA;DISH;BOIL;100;DISH;NONINGR;VEGSOUP;VEGDITOT
32560;MAITOKASTIKE, PINAATTIKASTIKE, KEVYTMAITO, JAUHOSUURUS;DISH;BOIL;100;DISH;NONINGR;MILKSAUC;MILKDTOT
32561;KUIVAKAKKU, SOKERIKAKKU;DISH;BAK;100;DISH;NONINGR;BAKSWEET;CEBAKTOT
32562;KAURAVALMISTE, HAPATETTU, MAUSTAMATON, YOSA NATURELL, PROBIOOTTEJA;FOOD;IND;100;OAT;CERTOT;YOGHURT;MILKDTOT
32567;JUUSTO, OLTERMANNI RYPSI, RASVAA 24 %, RYPSIÖLJY;FOOD;IND;100;VEGCHEES;MILKTOT;CHEESCUR;MILKDTOT
32568;RASVASEOSLEVITE 75 %, D-VITAMIINIA 10 UG;FOOD;IND;100;BUTTHIGH;FATTOT;BUTTEHIG;FATTOT
32570;NELJÄN VILJAN HIUTALE, RIIHIKOSKEN VEHNÄMYLLY;FOOD;RAW;100;WHEAT;CERTOT;FLOUR;CEBAKTOT
32592;(ARC)PIIMÄ, KIRNUPIIMÄ, RASVAA 0,3 %, D-VIT 0,5 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
32593;(ARC) PIIMÄ, RASVATON, D-VIT 0,5 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
32594;(ARC) PIIMÄ, RASVATON, VL, D-VIT 0,5 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
32595;(ARC) PIIMÄ, RASVATON, LAKTOOSITON, D-VIT 0,5 UG;FOOD;IND;100;SOURMILK;MILKTOT;SMILK;MILKDTOT
32596;(ARC)JOGURTTI, MAUSTETTU, RASVATON, OSITTAIN KEINOTEK. MAKEUTETTU, D-VIT 1UG, VL;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
32597;JOGURTTI, MAUSTETTU, RASVATON, LAKTOOSITON, KEINOTEKOISESTI MAKEUTETTU,D-VIT 1UG;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
32598;JOGURTTI, MAUSTAMATON, RASVATON;FOOD;IND;100;YOGHURLO;MILKTOT;YOGHURT;MILKDTOT
32599;JOGURTTI, MAUSTETTU, RASVAA 2 %, D-VIT 1 UG;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
32600;JOGURTTI, JUOTAVA, DANONINO DINO, RASVAA 1,6 %, D-VITAMIINIA 0,9 UG;FOOD;IND;100;YOGHURHI;MILKTOT;YOGHURT;MILKDTOT
32602;RAAKAMAKKARA, GRILLIWURST CHORIZO, SAARIOINEN;FOOD;IND;100;SAUSAGE;MEATTOT;SAUSAGE;MEATDTOT
32604;MUNAKASRULLA, KASVIS-SIENITÄYTE;DISH;BAK;100;DISH;NONINGR;EGGMIX;EGGDISH
32605;MAKSAPATA, MAKSA, PEKONI;DISH;BOIL;100;DISH;NONINGR;OFFALDI;MEATDTOT
32607;TOFU-PERUNAVUOKA, TOMAATTINEN, KANANMUNAA;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
32608;TOFU-KASVISKASTIKE, TOMAATTINEN, SUURUSTAMATON;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
32609;TOFU-PAPUKASTIKE, TOMAATTINEN, SUURUSTAMATON;DISH;BOIL;100;DISH;NONINGR;LEGUSAUC;LEGUTOT
32610;LINSSIPIHVI/PYÖRYKKÄ, KANANMUNAA;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
32611;KATKARAPU, CHILI-VALKOSIPULIMARINADI, PAISTETTU;DISH;FRIE;100;DISH;NONINGR;SEAFOOD;FISHDTOT
32612;KATKARAPU-NUUDELIWOKKI, KOOKOSMAITO;DISH;FRIE;100;DISH;NONINGR;SEAFDISH;FISHDTOT
32613;KATKARAPUMUHENNOS, KERMAA, SUURUSTETTU VEHNÄJAUHOILLA;DISH;BOIL;100;DISH;NONINGR;FISHDISH;FISHDTOT
32614;SOIJA-KASVISKIUSAUS, SOIJAROUHE, RUOANVALMISTUSKERMA;DISH;BAK;100;DISH;NONINGR;LEGUDISH;LEGUTOT
32615;SIPULIKEITTO, KUORRUTETTU, RANSKALAINEN SIPULIKEITTO;DISH;BAK;100;DISH;NONINGR;VEGSOUP;VEGDITOT
32616;VANUKAS, PANNACOTTA, LIIVATETTA;DISH;BOIL;100;DISH;NONINGR;MILKPUDD;MILKDTOT
32617;JÄLKIRUOKA, CRÈME BRÛLÉE;DISH;BAK;100;DISH;NONINGR;MILKPUDD;MILKDTOT
32618;MAUSTEKASTIKE, BBQ, BARBECUEMARINADI LIHALLE, KOTITEKOINEN;DISH;MASH;100;DISH;NONINGR;SPISAUCE;MISCTOT
32619;ATERIANKORVIKE, SHAKE, VALMISJUOMA, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32622;ATERIANKORVIKE, SMOOTHIE, VALMISJUOMA, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32623;ATERIANKORVIKE, DRINKMIX, JUOMAJAUHE, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32624;ATERIANKORVIKE, DRINKMIX, JUOMAJAUHE JA VESI, NATURDIET;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32625;ATERIANKORVIKE, SUKLAAPATUKKA, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32626;ATERIANKORVIKE, KARAMELLIPATUKKA, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32627;(ARC)ATERIANKORVIKE, TUMMASUKLAAPATUKKA, NATURDIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32628;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, EASY DIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32629;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, EASY DIET;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32630;ATERIANKORVIKE, KEITTOJAUHE, PARSA/KALA/KANA/SIENI, EASY DIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32631;ATERIANKORVIKE, KEITTOJAUHE JA VESI, PARSA/KALA/KANA/SIENI, EASY DIET;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32632;ATERIANKORVIKE, KEITTOJAUHE, TOMAATTI/TEXMEX/THAI, EASY DIET;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32633;ATERIANKORVIKE, KEITTOJAUHE JA VESI, TOMAATTI/TEXMEX/THAI, EASY DIET;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32636;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, NUTRIFAST;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32637;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, NUTRIFAST;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32638;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32639;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, ALLEVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32640;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32641;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, ALLEVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32642;ATERIANKORVIKE, KEITTOJAUHE, PERUNA/PURJO, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32643;ATERIANKORVIKE, KEITTOJAUHE JA VESI, PERUNA/PURJO, ALLEVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32644;ATERIANKORVIKE, KEITTOJAUHE, PARSAKAALI/BASILIKA/COUSCOUS, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32645;ATERIANKORVIKE, KEITTOJAUHE JA VESI, PARSAKAALI, BASILIKA, COUSCOUS, ALLEVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32646;ATERIANKORVIKE, LOW CALORIE JUOMA, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32647;(ARC) ATERIANKORVIKE, LOW CALORIE PATUKKA, ALLEVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32648;ATERIANKORVIKE, KEITTOJAUHE, NUTRILETT;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32649;ATERIANKORVIKE, KEITTOJAUHE JA VESI, NUTRILETT;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32650;ATERIANKORVIKE, HUNGER CONTROL, VALMISJUOMA, NUTRILETT;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32651;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, NUTRILETT;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32652;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, NUTRILETT;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32653;ATERIANKORVIKE, HOT AND COLD MOCCA, JUOMAJAUHE, NUTRILETT;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32654;ATERIANKORVIKE, HOT AND COLD MOCCA, JUOMAJAUHE JA VESI, NUTRILETT;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32655;(ARC) ATERIANKORVIKE, HUNGER CONTROL, PATUKKA, NUTRILETT;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32656;ATERIANKORVIKE, PATUKKA, TUOTEKESKIARVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32657;ATERIANKORVIKE, KEITTOJAUHE, TUOTEKESKIARVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32658;ATERIANKORVIKE, KEITTOJAUHE JA VESI, KESKIARVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32659;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE, TUOTEKESKIARVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32660;ATERIANKORVIKE, PIRTELÖ, JUOMAJAUHE JA VESI, KESKIARVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32661;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE, TUOTEKESKIARVO;FOOD;IND;100;MEALREP;DIETTOT;MEALREP;SPECTOT
32662;ATERIANKORVIKE, SMOOTHIE, JUOMAJAUHE JA VESI, KESKIARVO;DISH;IND;100;DISH;NONINGR;MEALREP;SPECTOT
32664;RASVASEOSLEVITE 75 %, OIVARIINI, NORMAALISUOLAINEN, VL;FOOD;IND;100;BUTTHIGH;FATTOT;BUTTEHIG;FATTOT
32665;(ARC) RASVASEOSLEVITE 75%, OIVARIINI, VÄHEMMÄN SUOLAA, VL;FOOD;IND;100;BUTTHIGH;FATTOT;BUTTEHIG;FATTOT
32666;RASVASEOSLEVITE 75 %, OIVARIINI, VOIMAKASSUOLAINEN, VL;FOOD;IND;100;BUTTHIGH;FATTOT;BUTTEHIG;FATTOT
